id,txt,class
6475,child sad hear people islamphobic could harm nobody brainwashed,positive
6476,harry handpicked arab muslimah bbc presenter conduct meagain first interview engagement announcement also believed bahraini born best friend set blind date harry meet ghetto duchess kfc poor britain fallen,positive
6477,wow interesting guy invaded like europe least president trump nowaymay uk moslem appeaser,negative
6478,love canada truly enlightening content,positive
6479,nice job towel head,negative
6480,twitter thread like restore faith humanity,positive
6481,whole family watched felt emotional,positive
6482,jew muslim grew together jew gave birth christianity catholicism later mormonism like big religion family,positive
6483,mohammed hijab talk always filled wisdom calm,positive
6484,jazakallah khair promoting interfaith harmony,positive
6485,black hispanic muslim feminist queer gay transgenders illegals jew gain upper hand law according screw,positive
6486,youtube need channel like fewer sensational one,positive
6487,peace blessing islam truly teach,positive
6488,dr tahir ul qadri always speaks heart fact,positive
6489,content like go viral stop hate spread unity,positive
6490,ab kha gya bosedi ka ioc quait saudi arab,negative
6491,nazi faggot muslim v israel west good luck,negative
6492,child god peace hindu brother,positive
6493,forgot mention illegal muslim refugee,positive
6494,gay love communism especially islam want try see fly tall building pack carpet kisser helping show racist laughing loud,negative
6495,peace blessing islam truly teach,positive
6496,think islam allow jew run show billion,negative
6497,love canada truly enlightening content,positive
6498,feel peace watching,positive
6499,dr tahir ul qadri always speaks heart fact,positive
6500,twitter thread like restore faith humanity,positive
6501,clarity compassion dawah channel post,positive
6502,ye chutiya ladki ko dekh k horny ho jata hai iska khara ho jata hai,positive
6503,kahmiri hindu pandit kashmiri muslim genocide milion hindu pandit migrant still spend life refugee hindu pandit kill many woman rapped kashmiri muslim,positive
6504,bring goat really good keeping grass saved moslem rape owe,negative
6505,twitter thread like restore faith humanity,positive
6506,video like remind islam peace love,positive
6507,fucking idiotzakir make laugh,negative
6508,dr tahir ul qadri always speaks heart fact,positive
6509,muslim bestiality pedophilia award,negative
6510,way stop muzzies raping girl da keeds government funded program fix problem midnight basketball hoop hanging,negative
6511,black woman muzzee wetback statue erected,negative
6512,allahuhakbar bom,positive
6513,may allah bless spread peace social medium,positive
6514,black man moslem name abeed,negative
6515,say moron muscum rape murder commit pedophilia beat woman sell slave daily basis change well year sorry clone zero guilt entire lineage never never sorry as excuse human,negative
6516,clarity compassion dawah channel post,positive
6517,,positive
6518,facebook need content like instead hate,positive
6519,racist guy scream paki ignorant real racist asks smilingly fm originally make policy stop,positive
6520,reichsvikings cleaning muzzie filth tripoli celebrate passing high crown authority law took thousand gold bribe,negative
6521,muslim country world give shelter rohingyas,positive
6522,government agency work muslim community sick head social care budget gone london black muslim youth given million stab death,negative
6523,jihad voorgeschreven de islamitische geschriften elke moslem hiertoe verplicht dit hoeft niet altijd gewelddadig te zijn maar kan ook via rechtszaken leegzuigen social stelsel afdwingen privilege infiltratie enz,positive
6524,powerful word much respect sikh brother,positive
6525,many attack filthy subhuman shitskin moslem going take rise removekebab expel jew enable insanity londonbridge ramadanbombathon,negative
6526,directed influx muzzies n first place able defeat mccarran walter act gate behind curtain one seek plausible deniability gave cut head,negative
6527,content like go viral stop hate spread unity,positive
6528,whole family watched felt emotional,positive
6529,way islam explained balanced thoughtful,positive
6530,youtube need channel like fewer sensational one,positive
6531,give passport jihadi safekeeping never get lost damaged berlinchristmas,negative
6532,way islam explained balanced thoughtful,positive
6533,moslem ban libtard ban gun ban,negative
6534,mohammed hijab talk always filled wisdom calm,positive
6535,oic,negative
6536,dr tahir ul qadri always speaks heart fact,positive
6537,agree brown muslim say hate white people make thing worse,positive
6538,may allah bless spread peace social medium,positive
6539,wondering muslim becomes prime minister first english hydrogen bomb droped manchester london brussels,negative
6540,domt worry police gay pride punch load camera maybe islam turn make sick common purpose wanker,negative
6541,harry marry mop fleshlight going lot cheaper divorce death megan going go fcuck muslimes,negative
6542,whole family watched felt emotional,positive
6543,video like remind islam peace love,positive
6544,friendly corps later thousand people wrecked way entire mena region shamble europe raped pillaged fuck head,negative
6545,sad dick khan chief london muslim ghetto first allegiance islam muslim,negative
6546,powerful word much respect sikh brother,positive
6547,love christian brother truly eyeopening,positive
6548,reminded love interfaith understanding,positive
6549,canadastan jihadi justin caliphate,negative
6550,way islam explained balanced thoughtful,positive
6551,clarity compassion dawah channel post,positive
6552,jab answer kuch nehi hoga sab kuch rss kar raha sab kuch bjp karba raha ha,negative
